,location,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,Name_2010,lat,lng
6689,"West Des Moines, IA",0.0,0.0,0.0,0.0,0.0,0.0,4252.0,5615.0,11949.0,16441.0,21894.0,31702.0,46403.0,56609.0,West Des Moines city,41.5772115,-93.711332
6690,"West Dundee, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2530.0,3295.0,3551.0,3728.0,5428.0,7331.0,West Dundee village,42.0980812,-88.28285809999998
6691,"West Fargo, ND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,5161.0,10099.0,12287.0,14940.0,25830.0,West Fargo city,46.874967100000006,-96.900362
6692,"West Frankfort, IL",0.0,0.0,0.0,0.0,8478.0,14683.0,12383.0,11384.0,9027.0,8836.0,9437.0,8526.0,8196.0,8182.0,West Frankfort city,37.897827500000005,-88.9314583
6693,"West Grove, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652.0,2854.0,West Grove borough,39.822053600000004,-75.82744129999999
6694,"West Hartford, CT",0.0,0.0,0.0,0.0,0.0,24941.0,33776.0,44400.0,62400.0,68000.0,61300.0,60100.0,63600.0,0.0,0,41.762044700000004,-72.74203990000001
6695,"West Haven, CT",0.0,0.0,5247.0,8543.0,0.0,25808.0,30021.0,32000.0,43000.0,52851.0,53184.0,54021.0,52360.0,55564.0,West Haven city,41.2706527,-72.94704709999999
6696,"West Haven, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3976.0,10272.0,West Haven city,41.20299979999999,-112.0510533
6697,"West Haverstraw, NY",0.0,0.0,0.0,0.0,0.0,2834.0,2533.0,3099.0,5020.0,8558.0,9181.0,9183.0,10295.0,10165.0,West Haverstraw village,41.2095389,-73.9854177
6698,"West Hazleton, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6278.0,6059.0,4871.0,4136.0,3542.0,4594.0,West Hazleton borough,40.9586956,-75.9960371
6699,"West Helena, AR",0.0,0.0,0.0,0.0,6226.0,4489.0,4717.0,6107.0,8385.0,11007.0,11367.0,10137.0,8689.0,0.0,0,34.5506573,-90.64177409999999
6700,"West Hollywood, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28870.0,34622.0,35703.0,36118.0,35794.0,34399.0,West Hollywood city,34.0900091,-118.3617443
6701,"West Jefferson, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4331.0,4222.0,West Jefferson village,39.944784000000006,-83.2688045
6702,"West Jordan, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3009.0,4221.0,27325.0,42892.0,68336.0,103712.0,West Jordan city,40.6096698,-111.9391031
6703,"West Lafayette, IN",0.0,0.0,1200.0,3867.0,3830.0,5095.0,6270.0,11873.0,12680.0,19157.0,21247.0,25907.0,28778.0,29596.0,West Lafayette city,40.4258686,-86.9080655
6704,"West Lake Hills, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542.0,3116.0,3063.0,West Lake Hills city,30.2979843,-97.8019515
6705,"West Liberty, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723.0,2935.0,3332.0,3736.0,West Liberty city,41.5700231,-91.2637695
6706,"West Liberty, KY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3277.0,3435.0,West Liberty city,37.921475799999996,-83.25962159999999
6707,"West Linn, OR",0.0,0.0,0.0,0.0,1628.0,1956.0,2200.0,2945.0,3933.0,7091.0,12956.0,16367.0,22261.0,25109.0,West Linn city,45.3656761,-122.61231409999998
6708,"West Long Branch, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5337.0,6845.0,7380.0,7690.0,8258.0,8097.0,West Long Branch borough,40.2903891,-74.0176381
6709,"West Melbourne, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,5078.0,8399.0,9824.0,18355.0,West Melbourne city,28.0716832,-80.6533878
6710,"West Memphis, AR",0.0,0.0,0.0,0.0,0.0,0.0,3369.0,9112.0,19374.0,26070.0,28138.0,28259.0,27666.0,26245.0,West Memphis city,35.1464797,-90.1845388
6711,"West Miami, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4043.0,5296.0,5494.0,6076.0,5727.0,5863.0,5965.0,West Miami city,25.7634331,-80.29616209999999
6712,"West Mifflin, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,17985.0,27289.0,28070.0,26322.0,23644.0,22464.0,20313.0,West Mifflin borough,40.3634026,-79.8664375
6713,"West Milton, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2972.0,3696.0,4119.0,4348.0,4645.0,4630.0,West Milton village,39.9625534,-84.3280022
6714,"West Milwaukee, WI",0.0,0.0,0.0,0.0,0.0,4168.0,5010.0,5429.0,5043.0,4405.0,3535.0,3973.0,4201.0,4206.0,West Milwaukee village,43.012514200000005,-87.97258609999999
6715,"West Monroe, LA",0.0,0.0,0.0,0.0,0.0,6566.0,8560.0,10302.0,15215.0,14868.0,14993.0,14096.0,13250.0,13065.0,West Monroe city,32.5184775,-92.1476353
6716,"West New York, NJ",0.0,0.0,5267.0,13560.0,29926.0,37107.0,39439.0,37683.0,35547.0,40627.0,39194.0,38125.0,45768.0,49708.0,West New York town,40.787878799999994,-74.0143064
6717,"West Newton, PA",0.0,0.0,0.0,2880.0,2645.0,2953.0,2765.0,3619.0,3982.0,3648.0,3387.0,3152.0,3083.0,2633.0,West Newton borough,40.209793299999994,-79.7669884
6718,"West Orange, NJ",0.0,0.0,6889.0,10980.0,15573.0,24327.0,25662.0,28600.0,39900.0,43700.0,39500.0,39100.0,44900.0,0.0,West Orange township,40.798711299999994,-74.2390353
6719,"West Orange, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4848.0,4787.0,4610.0,4187.0,4111.0,3443.0,West Orange city,30.0821548,-93.75822240000001
6720,"West Palm Beach, FL",0.0,0.0,0.0,0.0,8659.0,26610.0,33693.0,43162.0,56208.0,57375.0,63305.0,67643.0,82103.0,99919.0,West Palm Beach city,26.7153425,-80.0533746
6721,"West Park, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14156.0,West Park city,25.984536,-80.1989362
6722,"West Peoria, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762.0,4458.0,West Peoria city,40.6925376,-89.627877
6723,"West Pittston, PA",2544.0,3906.0,5846.0,6848.0,6968.0,7940.0,7943.0,7230.0,6998.0,7074.0,5980.0,5590.0,5072.0,4868.0,West Pittston borough,41.32758,-75.79297159999999
6724,"West Plains, MO",0.0,0.0,2902.0,2914.0,3178.0,3335.0,4026.0,4918.0,5836.0,6893.0,7741.0,8913.0,10866.0,11986.0,West Plains city,36.7281154,-91.85237109999998
6725,"West Point, GA",0.0,0.0,0.0,0.0,0.0,0.0,3591.0,4076.0,4610.0,4232.0,4294.0,3571.0,3382.0,3474.0,West Point city,32.877905600000005,-85.18327459999999
6726,"West Point, MS",0.0,2762.0,3193.0,4864.0,4400.0,4677.0,5627.0,6432.0,8550.0,8714.0,8811.0,8489.0,12145.0,11307.0,West Point city,33.6076186,-88.6503255
6727,"West Point, NE",0.0,0.0,0.0,0.0,0.0,0.0,2510.0,2658.0,2921.0,3385.0,3609.0,3250.0,3660.0,3364.0,West Point city,41.841665899999995,-96.7086432
6728,"West Point, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4258.0,6033.0,9511.0,West Point city,41.1182767,-112.08411000000001
6729,"West Point, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,2726.0,2938.0,2866.0,3306.0,West Point town,37.5315335,-76.79635040000001
6730,"West Reading, PA",0.0,0.0,0.0,0.0,2921.0,4908.0,4907.0,5072.0,4938.0,4578.0,4507.0,4142.0,4049.0,4212.0,West Reading borough,40.333703799999995,-75.94743220000001
6731,"West Richland, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2938.0,3962.0,8385.0,11811.0,West Richland city,46.3043015,-119.3614092
6732,"West Sacramento, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12002.0,24482.0,28898.0,31615.0,48744.0,West Sacramento city,38.5804609,-121.53023400000001
6733,"West Salem, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3276.0,3611.0,4540.0,4799.0,West Salem village,43.899132200000004,-91.08124649999999
6734,"West Springfield, MA",4149.0,5077.0,7105.0,9224.0,13443.0,16684.0,17135.0,20438.0,24924.0,28461.0,27042.0,27537.0,27899.0,28391.0,West Springfield Town city,42.107021550300004,-72.6351252226
6735,"West Terre Haute, IN",0.0,0.0,0.0,3083.0,4310.0,3588.0,3729.0,3357.0,3006.0,2704.0,2806.0,0.0,0.0,0.0,0,39.465036299999994,-87.45002099999999
6736,"West Union, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,2624.0,2783.0,0.0,2549.0,0.0,0,42.9627564,-91.8082167
6737,"West Union, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0,3096.0,2903.0,3241.0,West Union village,38.7945166,-83.5451934
6738,"West University Place, TX",0.0,0.0,0.0,0.0,0.0,0.0,9221.0,17074.0,14628.0,13317.0,12010.0,12920.0,14211.0,14787.0,West University Place city,29.718007500000002,-95.4338292
6739,"West Valley City, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72378.0,86976.0,108896.0,129480.0,West Valley City city,40.691613200000006,-112.00105009999999
6740,"West View, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2523.0,0.0,0.0,0.0,0.0,0,41.360327399999996,-81.90263780000001
6741,"West View, PA",0.0,0.0,0.0,0.0,2797.0,6028.0,7215.0,7581.0,8079.0,8312.0,7648.0,7734.0,7277.0,6771.0,West View borough,40.5222907,-80.0342217
6742,"West Warwick, RI",0.0,0.0,0.0,0.0,15461.0,17696.0,18188.0,10100.0,21400.0,24300.0,27000.0,29300.0,29600.0,0.0,0,41.7062115,-71.5231165
6743,"West Wendover, NV",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4721.0,4410.0,West Wendover city,40.739096999999994,-114.07334499999999
6744,"West Wyoming, PA",0.0,0.0,0.0,0.0,0.0,2769.0,2992.0,2863.0,3166.0,3659.0,3288.0,3117.0,2833.0,2725.0,West Wyoming borough,41.3198024,-75.8460288
6745,"West York, PA",0.0,0.0,0.0,0.0,3320.0,5381.0,5590.0,0.0,5526.0,5314.0,4526.0,4283.0,4321.0,4617.0,West York borough,39.9525985,-76.7513566
6746,"West, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,2692.0,2807.0,West city,31.8023831,-97.0916692
6747,"Westbrook, ME",0.0,6632.0,7283.0,8281.0,9453.0,10807.0,11087.0,12284.0,13820.0,14444.0,14976.0,16121.0,16142.0,17494.0,Westbrook city,43.6770252,-70.3711617
6748,"Westbury, NY",0.0,0.0,0.0,0.0,0.0,0.0,4524.0,7112.0,14757.0,15362.0,13871.0,13060.0,14263.0,15146.0,Westbury village,40.755656099999996,-73.5876273
6749,"Westchester, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4308.0,18092.0,20033.0,17730.0,17301.0,16824.0,16718.0,Westchester village,41.85058660000001,-87.88200479999999
6750,"Westerly, RI",6104.0,6813.0,7541.0,8696.0,9952.0,10997.0,11199.0,0.0,14300.0,17200.0,0.0,21600.0,23000.0,0.0,0,41.3775996,-71.8272911
6751,"Western Springs, IL",0.0,0.0,0.0,0.0,0.0,3894.0,4856.0,6364.0,10838.0,12147.0,12876.0,11984.0,12493.0,12975.0,Western Springs village,41.8097533,-87.9006155
6752,"Westernport, MD",0.0,0.0,0.0,2702.0,3977.0,3440.0,3565.0,3431.0,3559.0,3106.0,2706.0,0.0,0.0,0.0,0,39.4853703,-79.0447516
6753,"Westerville, OH",0.0,0.0,1300.0,0.0,0.0,2879.0,3146.0,4112.0,7011.0,12530.0,23414.0,30269.0,35318.0,36120.0,Westerville city,40.126174299999995,-82.9290696
6754,"Westfield, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.0,3304.0,9293.0,30068.0,Westfield town,40.0428151,-86.1274888
6755,"Westfield, MA",7587.0,9805.0,12310.0,16044.0,18604.0,19775.0,18793.0,20962.0,26302.0,31433.0,36465.0,38372.0,40072.0,41094.0,Westfield city,42.1250929,-72.749538
6756,"Westfield, NJ",0.0,0.0,1400.0,6420.0,9063.0,15801.0,18458.0,21243.0,31447.0,33720.0,30447.0,28870.0,29644.0,30316.0,Westfield town,40.6589912,-74.34737170000001
6757,"Westfield, NY",0.0,0.0,0.0,2985.0,3413.0,3466.0,3434.0,3663.0,3878.0,3651.0,3446.0,3451.0,3481.0,3224.0,Westfield village,42.32228,-79.5781027
6758,"Westlake Village, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6138.0,7455.0,8368.0,8270.0,Westlake Village city,34.145838899999994,-118.80564740000001
6759,"Westlake, LA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.0,4082.0,5246.0,5007.0,4668.0,4568.0,Westlake city,30.242149600000005,-93.2507099
6760,"Westlake, OH",0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,12906.0,15689.0,19483.0,27018.0,31719.0,32729.0,Westlake city,41.4553232,-81.91791740000001
6761,"Westland, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86749.0,84603.0,84724.0,86602.0,84094.0,Westland city,42.324203999999995,-83.400211
6762,"Westminster, CA",0.0,0.0,0.0,0.0,0.0,0.0,1800.0,3131.0,25750.0,60076.0,71133.0,78118.0,88207.0,89701.0,Westminster city,33.759183,-118.00672709999999
6763,"Westminster, CO",0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,13850.0,19512.0,50211.0,74625.0,100940.0,106114.0,Westminster city,39.836652799999996,-105.03720459999998
6764,"Westminster, SC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2521.0,3114.0,3120.0,2743.0,0.0,0,34.6648197,-83.0965425
6765,"Westmont, IL",0.0,0.0,0.0,0.0,0.0,2733.0,3044.0,3402.0,5997.0,8482.0,17353.0,21228.0,24554.0,24685.0,Westmont village,41.79586389999999,-87.9756175
6766,"Westmont, PA",0.0,0.0,0.0,0.0,0.0,3388.0,3741.0,4410.0,6573.0,6673.0,6113.0,5789.0,5523.0,5181.0,Westmont borough,40.3156297,-78.95169279999999
6767,"Weston, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49286.0,65333.0,Weston city,26.100365399999998,-80.3997748
6768,"Weston, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12079.0,14868.0,Weston village,44.8566418753,-90.81818057195
6769,"Weston, WV",0.0,0.0,2560.0,0.0,5701.0,8646.0,8268.0,8945.0,8754.0,7323.0,6250.0,4994.0,4317.0,4110.0,Weston city,39.038427399999996,-80.467313
6770,"Westover, WV",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4318.0,4749.0,5086.0,4884.0,4201.0,3941.0,3983.0,Westover city,39.63452589999999,-79.9697862
6771,"Westville, IL",0.0,0.0,0.0,2607.0,4241.0,3901.0,3446.0,3196.0,3497.0,3655.0,3573.0,3387.0,3175.0,3202.0,Westville village,40.0422589,-87.6386322
6772,"Westville, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5853.0,Westville town,41.5414297,-86.9005825
6773,"Westville, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614.0,2887.0,5255.0,0.0,0.0,0,41.5414297,-86.9005825
6774,"Westville, NJ",0.0,0.0,0.0,0.0,0.0,3462.0,3585.0,4731.0,4951.0,5170.0,4786.0,4573.0,4500.0,4288.0,Westville borough,39.8678912,-75.13156490000001
6775,"Westwego, LA",0.0,0.0,0.0,0.0,0.0,3987.0,4992.0,8328.0,9815.0,11402.0,12663.0,11218.0,10763.0,8534.0,Westwego city,29.906038800000005,-90.1422962
6776,"Westwood, NJ",0.0,0.0,0.0,0.0,2597.0,4861.0,5388.0,6766.0,9046.0,11105.0,10714.0,10446.0,10999.0,10908.0,Westwood borough,40.99120870000001,-74.0326395
6777,"Wetumpka, AL",0.0,0.0,0.0,0.0,0.0,0.0,3089.0,3813.0,3672.0,3786.0,4341.0,4670.0,5726.0,6528.0,Wetumpka city,32.543744800000006,-86.2119127
6778,"Wewoka, OK",0.0,0.0,0.0,0.0,0.0,10401.0,10315.0,6747.0,5954.0,5284.0,5480.0,4050.0,3562.0,3430.0,Wewoka city,35.1626376006,-96.5171287885
6779,"Weymouth, MA",10570.0,10866.0,11324.0,12895.0,15057.0,20882.0,23868.0,32690.0,48177.0,54610.0,55601.0,54063.0,53988.0,53743.0,Weymouth Town city,42.2209333,-70.9397684
6780,"Wharton, NJ",0.0,0.0,0.0,2983.0,2877.0,3683.0,3854.0,3853.0,5006.0,5535.0,5485.0,5405.0,6298.0,6522.0,Wharton borough,40.8931546,-74.58182540000001
6781,"Wharton, TX",0.0,0.0,0.0,0.0,0.0,2691.0,4386.0,4450.0,5734.0,7881.0,9033.0,9011.0,9237.0,8832.0,Wharton city,29.311636600000003,-96.1027371
6782,"What Cheer, IA",0.0,3246.0,2746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.401396999999996,-92.3546288
6783,"Wheat Ridge, CO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29778.0,30293.0,29419.0,32913.0,30166.0,Wheat Ridge city,39.766098,-105.07720630000001
6784,"Wheatland, CA",635.0,630.0,492.0,481.0,435.0,479.0,496.0,581.0,813.0,1280.0,1474.0,1631.0,2275.0,3456.0,Wheatland city,39.009894700000004,-121.4230133
6785,"Wheatland, WY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5816.0,3271.0,3548.0,3627.0,Wheatland town,42.054414200000004,-104.95275009999999
6786,"Wheaton, IL",0.0,0.0,1600.0,3423.0,4137.0,7258.0,7389.0,11638.0,24312.0,31138.0,43043.0,51464.0,55416.0,52894.0,Wheaton city,41.8661403,-88.1070127
6787,"Wheeling, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14746.0,23266.0,29911.0,34496.0,37648.0,Wheeling village,42.1391928,-87.92895909999999
6788,"Wheeling, WV",30737.0,34522.0,38878.0,41641.0,56208.0,61659.0,61099.0,58891.0,53400.0,48188.0,43070.0,34882.0,31419.0,28486.0,Wheeling city,40.063961600000006,-80.72091490000001
6789,"Whispering Pines, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2928.0,Whispering Pines village,35.2557123,-79.3722503
6790,"White Bear Lake, MN",0.0,0.0,1400.0,0.0,0.0,2600.0,2858.0,3646.0,12849.0,23313.0,22538.0,24704.0,24325.0,23797.0,White Bear Lake city,45.0846885,-93.0099398
6791,"White Bluff, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3206.0,White Bluff town,36.1075593,-87.22084090000001
6792,"White Hall, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3849.0,4732.0,5526.0,White Hall city,34.2739862,-92.09097659999999
6793,"White Hall, IL",0.0,0.0,0.0,2854.0,2954.0,2928.0,3025.0,3082.0,3012.0,2979.0,2935.0,2814.0,2629.0,2520.0,White Hall city,39.4369917,-90.403177
6794,"White House, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2987.0,7220.0,10255.0,White House city,36.4703232,-86.65138449999999
6795,"White Oak, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6159.0,9047.0,9304.0,9480.0,8761.0,8437.0,7862.0,White Oak borough,40.3375695,-79.8092133
6796,"White Oak, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4415.0,5136.0,5624.0,6469.0,White Oak city,32.5279235,-94.86132579999999
6797,"White Plains, NY",0.0,4042.0,7899.0,15949.0,21031.0,35830.0,40327.0,43466.0,50485.0,50346.0,46999.0,48718.0,53077.0,56853.0,White Plains city,41.0339862,-73.76290970000001
6798,"White Settlement, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,10827.0,11513.0,13449.0,13508.0,15472.0,14831.0,16116.0,White Settlement city,32.7595737,-97.4583538
6799,"Whitefish Bay, WI",0.0,0.0,0.0,0.0,0.0,5362.0,9651.0,14665.0,18390.0,17402.0,14930.0,14272.0,14163.0,14110.0,Whitefish Bay village,44.00958745,-87.5587042
6800,"Whitefish, MT",0.0,0.0,0.0,0.0,2867.0,2803.0,2602.0,3268.0,2965.0,3349.0,3703.0,4368.0,5032.0,6357.0,Whitefish city,48.411075700000005,-114.3376334
6801,"Whitehall, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590.0,3017.0,2856.0,3027.0,2884.0,2706.0,Whitehall city,43.4100107,-86.3486792
6802,"Whitehall, NY",4270.0,4434.0,4377.0,4917.0,5258.0,5191.0,4851.0,4457.0,4016.0,3764.0,3241.0,3071.0,2667.0,2614.0,Whitehall village,43.555623100000005,-73.4037234
6803,"Whitehall, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4877.0,20818.0,25263.0,21299.0,20572.0,19201.0,18062.0,Whitehall city,39.96673079999999,-82.8854559
6804,"Whitehall, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,7342.0,16075.0,16450.0,15143.0,14451.0,14444.0,13944.0,Whitehall borough,40.361180600000004,-79.9908855
6805,"Whitehouse, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,2733.0,4149.0,Whitehouse village,41.518941299999994,-83.80382840000001
6806,"Whitehouse, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032.0,5346.0,7660.0,Whitehouse city,32.2268212,-95.2255041
6807,"Whiteland, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3958.0,4169.0,Whiteland town,39.550048499999995,-86.0797079
6808,"Whitesboro, NY",0.0,0.0,0.0,0.0,3038.0,3375.0,3532.0,3902.0,4784.0,4805.0,4460.0,4195.0,3943.0,3772.0,Whitesboro village,43.1220141,-75.2915557
6809,"Whitesboro, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2927.0,3197.0,3209.0,3760.0,3793.0,Whitesboro city,33.6562183,-96.906948
6810,"Whitestown, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.0,Whitestown town,39.9972626,-86.3458296
6811,"Whiteville, NC",0.0,0.0,0.0,0.0,0.0,0.0,3011.0,4238.0,4683.0,4195.0,5565.0,5078.0,5148.0,5394.0,Whiteville city,34.3387802,-78.70307209999999
6812,"Whiteville, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3148.0,4638.0,Whiteville town,35.326471399999996,-89.14951020000001
6813,"Whitewater, WI",3617.0,4359.0,3405.0,3224.0,3215.0,3465.0,3689.0,5101.0,6380.0,12038.0,11520.0,12636.0,13437.0,14390.0,Whitewater city,42.8336205,-88.7323272
6814,"Whiting, IN",0.0,0.0,3983.0,6587.0,10145.0,10880.0,10307.0,9669.0,8137.0,7247.0,5630.0,5155.0,5137.0,4997.0,Whiting city,41.6797578,-87.4944873
6815,"Whitman, MA",0.0,4441.0,6155.0,7292.0,7147.0,7638.0,7759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whitman town,42.0806564,-70.935599
6816,"Whitmire, SC",0.0,0.0,0.0,0.0,0.0,2763.0,3272.0,3006.0,2663.0,0.0,0.0,0.0,0.0,0.0,0,34.502914600000004,-81.6114932
6817,"Whittier, CA",0.0,585.0,1590.0,4550.0,7997.0,14822.0,16115.0,23433.0,33663.0,72863.0,68558.0,77671.0,83680.0,85331.0,Whittier city,33.97917929999999,-118.032844
6818,"Wichita Falls, TX",0.0,0.0,2500.0,8200.0,40079.0,43690.0,45112.0,68042.0,101724.0,96265.0,94201.0,96259.0,104197.0,104553.0,Wichita Falls city,33.913708500000006,-98.49338730000001
6819,"Wichita, KS",4911.0,23853.0,24671.0,52450.0,72217.0,111110.0,114966.0,168279.0,254698.0,276554.0,279838.0,304011.0,344284.0,382368.0,Wichita city,37.6922361,-97.3375448
6820,"Wickenburg, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698.0,3535.0,4515.0,5082.0,6363.0,Wickenburg town,33.9686412,-112.72962199999999
6821,"Wickliffe, OH",0.0,0.0,0.0,0.0,0.0,0.0,3155.0,5002.0,15760.0,20632.0,16790.0,14558.0,13484.0,12750.0,Wickliffe city,41.6053266,-81.45344920000001
6822,"Wiggins, MS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2995.0,3205.0,3185.0,3849.0,4390.0,Wiggins city,31.780162,-89.3860348
6823,"Wilburton, OK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2996.0,3092.0,2972.0,2843.0,Wilburton city,34.9226574006,-95.3329213885
6824,"Wilder, KY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2624.0,3035.0,Wilder city,39.05644960000001,-84.4868863
6825,"Wildomar, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32176.0,Wildomar city,33.5989126,-117.2800372
6826,"Wildwood Crest, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.0,3483.0,4149.0,3631.0,3980.0,3270.0,Wildwood Crest borough,38.9748351,-74.8335015
6827,"Wildwood, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0,3421.0,3924.0,6709.0,Wildwood city,28.865264,-82.0389743
6828,"Wildwood, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16700.0,32884.0,35517.0,Wildwood city,38.582831,-90.6629047
6829,"Wildwood, NJ",0.0,0.0,0.0,0.0,2790.0,5330.0,5150.0,5475.0,4690.0,4110.0,4913.0,4484.0,5436.0,5325.0,Wildwood city,38.9917797,-74.81488940000001
6830,"Wilkes-Barre, PA",23339.0,37718.0,51721.0,67105.0,73833.0,86626.0,86236.0,76826.0,63551.0,58856.0,51551.0,47523.0,43123.0,41498.0,Wilkes-Barre city,41.245914899999995,-75.88130749999999
6831,"Wilkesboro, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2573.0,3159.0,3413.0,Wilkesboro town,36.145965000000004,-81.1606401
6832,"Wilkinsburg, PA",0.0,4662.0,11886.0,18924.0,24403.0,29639.0,29853.0,31418.0,30066.0,26780.0,23669.0,21080.0,19196.0,15930.0,Wilkinsburg borough,40.4417355,-79.88199420000001
